"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-10",,,"6.49",,,"0.28",,,,"67","79","62",,,"  190","  170",,,,"16.1","23.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-11",,,"8.05",,,"0.00",,,,"69","80","64",,,"  220","  240",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-12",,,"12.30",,,"0.00",,,,"71","82","62",,,"  180","  190",,,,"21.9","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-13",,,"7.38",,,"0.00",,,,"71","76","64",,,"   10","  190",,,,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-14",,,"4.92",,,"0.00",,,,"69","80","61",,,"  180","  180",,,,"13.0","16.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-15",,,"7.38",,,"0.00",,,,"69","77","55",,,"  350","  360",,,,"17.0","21.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-16",,,"4.47",,,"0.00",,,,"63","80","54",,,"  180","  210",,,,"13.0","18.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-17",,,"3.80",,,"0.00",,,,"68","82","59",,,"  160","  170",,,,"10.1","14.1",,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-18",,,"10.29",,,"0.00",,,,"72","82","65",,,"  170","  200",,,,"18.1","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-19",,,"12.30",,,"0.00",,,,"74","84","70",,,"  170","  160",,,,"21.0","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-20",,,"8.72",,,"0.34",,,,"73","83","62",,,"  310","  290",,,,"23.9","42.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-21",,,"9.40",,,"0.00",,,,"59","63","53",,,"  350","  360",,,,"18.1","23.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-22",,,"8.05",,,"1.04",,,,"59","74","51",,,"  150","  180",,,,"15.0","19.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-23",,,"6.49",,,"0.01",,,,"71","76","65",,,"  190","  230",,,,"15.0","21.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-24",,,"9.84",,,"0.00",,,,"71","81","63",,,"  210","  220",,,,"23.0","33.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-25",,,"3.13",,,"0.00",,,,"72","81","59",,,"  360","  290",,,,"10.1","16.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-26",,,"8.72",,,"0.00",,,,"70","88","56",,,"  180","  180",,,,"17.0","25.1",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-27",,,"10.51",,,"0.00",,,,"76","87","68",,,"  170","  180",,,,"18.1","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-28",,,"11.41",,,"0.42",,,,"77","86","69",,,"  250","  280",,,,"21.9","36.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-29",,,"2.24",,,"0.06",,,,"71","76","57",,,"  290","  300",,,,"21.0","31.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-30",,,"5.37",,,"0.00",,,,"64","76","57",,,"   90",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-03-31",,,"8.95",,,"0.35",,,,"63","70","46",,,"  330","  220",,,,"23.0","36.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-01",,,"2.46",,,"0.00",,,,"56","74","42",,,"   30","   40",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-02",,,"2.91",,,"0.00",,,,"60","74","48",,,"  130","  110",,,,"13.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-03",,,"2.01",,,"0.00",,,,"64","76","57",,,"   20","  360",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-04",,,"2.91",,,"0.01",,,,"63","69","57",,,"  310","  310",,,,"10.1","17.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-05",,,"3.13",,,"0.00",,,,"68","81","57",,,"   40","  350",,,,"8.9","14.1",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-06",,,"3.58",,,"0.00",,,,"69","80","60",,,"  180","  180",,,,"12.1","18.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-07",,,"7.16",,,"0.00",,,,"72","81","66",,,"  200","  200",,,,"16.1","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-08",,,"8.50",,,"0.00",,,,"76","84","73",,,"  220","  250",,,,"15.0","19.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-09",,,"9.62",,,"0.00",,,,"76","81","65",,,"   10","   10",,,,"18.1","23.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-10",,,"8.50",,,"0.00",,,,"65","67","46",,,"   20","  360",,,,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-11",,,"6.49",,,"0.00",,,,"57","76","42",,,"  150","  150",,,,"15.0","19.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-12",,,"10.51",,,"0.67",,,,"68","83","58",,,"  180","  190",,,,"30.0","46.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-13",,,"7.38",,,"0.00",,,,"58","58","44",,,"  340","  340",,,,"18.1","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-14",,,"10.51",,,"0.00",,,,"52","64","43",,,"   10","   20",,,,"19.9","27.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-15",,,"8.28",,,"0.00",,,,"52","64","41",,,"   20","   50",,,,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-16",,,"5.82",,,"0.00",,,,"54","74","36",,,"  130","  130",,,,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-17",,,"6.26",,,"0.00",,,,"61","78","45",,,"  210","  210",,,,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-18",,,"4.92",,,"0.02",,,,"65","72","56",,,"  340","  350",,,,"23.0","29.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-19",,,"5.82",,,"2.56",,,,"65","76","60",,,"   10","  300",,,,"21.0","30.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-20",,,"3.58",,,"0.00",,,,"62","73","53",,,"  340","  330",,,,"15.0","21.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-21",,,"1.79",,,"0.00",,,,"64","82","49",,,"   20","   40",,,,"10.1","15.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-22",,,"8.95",,,"0.59",,,,"65","78","57",,,"  120","  110",,,,"23.9","38.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-23",,,"8.05",,,"1.88",,,,"69","80","57",,,"  280","  280",,,,"25.1","40.0",,"    1","    1","    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-24",,,"2.91",,,"0.09",,,,"66","81","52",,,"   50","  300",,,,"12.1","14.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-25",,,"6.93",,,"0.04",,,,"68","75","58",,,"  260","  270",,,,"21.9","31.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-26",,,"6.49",,,"0.00",,,,"65","76","51",,,"  360","  340",,,,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-27",,,"5.37",,,"0.00",,,,"62","77","49",,,"  170","  120",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-28",,,"8.05",,,"0.00",,,,"65","78","55",,,"  150","  160",,,,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-29",,,"8.50",,,"0.32",,,,"67","75","56",,,"  120","  130",,,,"25.1","33.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-04-30",,,"6.26",,,"0.00",,,,"64","75","51",,,"  340","  350",,,,"18.1","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-01",,,"3.58",,,"0.00",,,,"64","82","48",,,"  180","  160",,,,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-02",,,"7.16",,,"0.00",,,,"69","83","55",,,"  210","  180",,,,"15.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-03",,,"7.16",,,"0.00",,,,"72","85","58",,,"  180","  170",,,,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-04",,,"6.93",,,"0.00",,,,"72","85","61",,,"  180","  190",,,,"17.0","25.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-05",,,"8.05",,,"0.00",,,,"73","83","64",,,"  280","  280",,,,"17.0","25.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-06",,,"10.51",,,"0.00",,,,"69","78","52",,,"  330","  330",,,,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-07",,,"3.58",,,"0.00",,,,"62","77","46",,,"   50","   60",,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-08",,,"9.62",,,"0.41",,,,"63","65","57",,,"  210","  220",,,,"21.9","32.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-09",,,"7.38",,,"0.00",,,,"60","69","49",,,"   40","   50",,,,"19.9","30.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-10",,,"2.01",,,"0.00",,,,"59","76","44",,,"   10","   20",,,,"13.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-11",,,"5.82",,,"0.00",,,,"63","76","50",,,"   50","   50",,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-12",,,"8.50",,,"0.00",,,,"66","82","53",,,"  150","  140",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-13",,,"7.83",,,"0.00",,,,"72","86","61",,,"  170","  150",,,,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-14",,,"9.17",,,"0.19",,,,"72","83","64",,,"  160","  140",,,,"28.0","38.9",,,,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-15",,,"8.05",,,"0.05",,,,"73","86","66",,,"  200","  200",,,,"18.1","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-16",,,"9.40",,,"0.17",,,,"74","83","69",,,"  150","  150",,,,"21.0","28.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-17",,,"10.29",,,"0.60",,,,"76","88","68",,,"  170","  190",,,,"23.0","33.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-18",,,"5.82",,,"0.04",,,,"73","82","62",,,"  310","  340",,,,"16.1","23.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-19",,,"5.37",,,"0.00",,,,"69","79","58",,,"  280","  320",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-20",,,"4.70",,,"0.00",,,,"71","83","62",,,"  340","  350",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-21",,,"3.13",,,"0.04",,,,"73","86","65",,,"  150","  160",,,,"12.1","16.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-22",,,"8.28",,,"0.00",,,,"80","92","70",,,"  140","  220",,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-23",,,"6.93",,,"0.20",,,,"78","89","67",,,"  180","  170",,,,"29.1","46.1",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-24",,,"6.04",,,"0.00",,,,"76","90","66",,,"  160","  140",,,,"17.0","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-25",,,"9.40",,,"0.00",,,,"78","90","67",,,"  120","  100",,,,"21.0","29.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-26",,,"5.82",,,"0.76",,,,"75","82","70",,,"  250","  130",,,,"14.1","21.9",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-27",,,"4.92",,,"1.41",,,,"73","86","62",,,"  200","  210",,,,"49.0","72.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-28",,,"5.14",,,"0.01",,,,"71","83","62",,,"  220","  240",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-29",,,"2.68",,,"0.05",,,,"75","86","67",,,"  360","  330",,,,"10.1","15.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-30",,,"5.82",,,"0.00",,,,"78","87","65",,,"   10","  360",,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-05-31",,,"6.04",,,"0.00",,,,"74","86","61",,,"  360","  350",,,,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-01",,,"5.37",,,"0.00",,,,"76","88","66",,,"  350","   60",,,,"10.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-02",,,"4.03",,,"0.00",,,,"79","90","69",,,"  170","  160",,,,"14.1","18.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-03",,,"4.92",,,"0.05",,,,"79","89","72",,,"  130","  140",,,,"21.9","28.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-04",,,"4.25",,,"0.14",,,,"77","89","70",,,"  250","  250",,,,"21.9","29.1",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-05",,,"5.37",,,"0.84",,,,"81","94","69",,,"   10","   20",,,,"38.0","50.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-06",,,"6.49",,,"0.00",,,,"76","89","67",,,"   60","   60",,,,"14.1","21.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-07",,,"12.08",,,"0.45",,,,"80","88","75",,,"   50","   70",,,,"21.0","33.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-08",,,"15.21",,,"2.74",,,,"78","86","74",,,"  240","  230",,,,"30.0","45.0",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-09",,,"11.86",,,"0.00",,,,"81","93","76",,,"  190","  210",,,,"21.0","28.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-10",,,"8.28",,,"0.05",,,,"82","90","66",,,"  270","  330",,,,"17.0","25.1",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-11",,,"8.72",,,"0.00",,,,"75","86","64",,,"  350","   40",,,,"16.1","23.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-12",,,"8.72",,,"0.00",,,,"77","88","63",,,"   10","   10",,,,"21.9","31.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-13",,,"7.61",,,"0.00",,,,"77","90","63",,,"  350","   50",,,,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-14",,,"3.36",,,"0.00",,,,"79","92","67",,,"   60","   10",,,,"12.1","15.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-15",,,"4.70",,,"0.00",,,,"80","93","67",,,"   40","   60",,,,"15.0","21.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-16",,,"6.04",,,"0.00",,,,"78","87","64",,,"  350","  360",,,,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-17",,,"2.91",,,"0.00",,,,"76","89","63",,,"  360","   10",,,,"12.1","17.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-18",,,"2.46",,,"0.00",,,,"78","90","65",,,"  150","  350",,,,"8.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-19",,,"2.01",,,"0.00",,,,"80","93","68",,,"  360","  330",,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-20",,,"4.03",,,"0.00",,,,"81","93","69",,,"  220","  200",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-21",,,"6.93",,,"0.53",,,,"82","93","70",,,"  330","  320",,,,"23.9","35.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-22",,,"8.50",,,"0.20",,,,"76","85","69",,,"  180","  190",,,,"21.0","27.1",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-23",,,"6.49",,,"0.00",,,,"80","92","72",,,"  180","  160",,,,"25.1","36.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-24",,,"5.82",,,"0.02",,,,"77","85","72",,,"  200","  200",,,,"14.1","19.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-25",,,"5.37",,,"0.10",,,,"76","87","69",,,"  190","  180",,,,"25.9","36.9",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-26",,,"4.25",,,"0.01",,,,"75","83","69",,,"  140","  120",,,,"10.1","15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-27",,,"8.28",,,"0.15",,,,"82","91","77",,,"  190","  180",,,,"17.0","23.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-28",,,"7.16",,,"0.00",,,,"83","92","77",,,"  190","  190",,,,"13.0","19.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-29",,,"6.04",,,"0.00",,,,"83","92","76",,,"  210","  200",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-06-30",,,"7.61",,,"0.00",,,,"83","91","77",,,"  230","  250",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-01",,,"6.93",,,"0.43",,,,"83","91","72",,,"   70","   80",,,,"21.9","34.0",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-02",,,"2.91",,,"1.11",,,,"76","89","71",,,"   70","   70",,,,"21.0","28.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-03",,,"3.36",,,"0.00",,,,"78","92","69",,,"  350","  300",,,,"10.1","15.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-04",,,"4.47",,,"0.42",,,,"80","90","73",,,"  340","  340",,,,"17.0","23.0",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-05",,,"3.58",,,"0.00",,,,"78","91","71",,,"   30","   40",,,,"21.0","31.1",,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-06",,,"2.01",,,"1.43",,,,"78","89","72",,,"   30","   40",,,,"18.1","25.9",,"    1","    1","    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-07",,,"2.91",,,"0.28",,,,"79","87","74",,,"   20","   30",,,,"18.1","25.9",,"    1","    1","    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-08",,,"5.37",,,"0.25",,,,"77","83","74",,,"  350","  350",,,,"16.1","21.0",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-09",,,"5.14",,,"0.00",,,,"81","93","74",,,"  260","  250",,,,"13.0","19.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-10",,,"5.59",,,"0.00",,,,"85","95","78",,,"  310","  290",,,,"17.0","25.1",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-11",,,"2.24",,,"0.00",,,,"85","95","74",,,"  360","  310",,,,"8.1","12.1",,"    1","    1",,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-12",,,"5.82",,,"0.00",,,,"86","97","77",,,"  270","  320",,,,"16.1","21.9",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-13",,,"2.01",,,"0.00",,,,"86","96","75",,,"   10","   10",,,,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-14",,,"2.91",,,"0.00",,,,"85","96","76",,,"  110","  110",,,,"12.1","15.0",,,,"    1",,,,,,,,,,,,,,,,,
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2020-07-15",,,"5.59",,,"0.00",,,,"85","95","75",,,"  110","  120",,,,"23.9","32.0",,,,"    1",,,,,,,,,,,,,,,,,
